acousticness,danceability,duration_ms,energy,song_title,artist
0.0793,0.545,234199,0.576,More Than Conquerors (Radio Version),Steven Curtis Chapman
0.471,0.495,243800,0.71,TESTIFY,NEEDTOBREATHE
0.0832,0.492,232379,0.656,Great Are You Lord (Radio Mix),one sonic society
0.0551,0.401,307680,0.7,Worthy Of Your Name - Studio,Passion
0.00392,0.436,288253,0.836,My All In All,Phil Wickham
0.0101,0.674,237146,0.895,Love Broke Thru,tobyMac
0.133,0.566,208627,0.766,Magnify,We Are Messengers
0.157,0.211,252965,0.649,The Cross Has The Final Word,Cody Carnes
0.196,0.305,331613,0.726,Eye of the Storm (feat. Gabe Real),Ryan Stevenson
0.000127,0.237,247533,0.99,Black Colors,Victim Of Deception
1.51E-05,0.455,311217,0.994,A Darkened Gospel,A Wake in Providence
7.94E-06,0.236,239696,0.981,Soil the Stillborn,Infant Annihilator
0.00256,0.468,201783,0.998,No Absolution,Thy Art Is Murder
0.000102,0.476,314907,0.962,Hearteater,To The Grave
8.35E-06,0.226,209563,0.553,Shapeless Abomination,Beyond the Extraction
0.00105,0.495,263687,0.955,Dirty Waters,Into Oblivion
5.83E-05,0.296,229859,0.983,Defiled,Hive
1.84E-05,0.474,260706,0.925,Negative,FRCTRD
0.000168,0.406,180872,0.936,Distorting of Perception,Until We Die
8.12E-05,0.173,267600,0.927,Ruin,Altered Perceptions
1.01E-05,0.404,224812,0.989,Fauxhammer,Black Tongue
0.000393,0.456,217133,0.97,Spiteful Nature,I Shall Devour
0.0147,0.242,233796,0.96,We Wait,I Declare War
4.42E-05,0.472,229640,0.942,Plague of Immortality (feat. Dean Lamb Of Archspire),Within Destruction
2.95E-05,0.227,244181,0.921,Arrogance,Traitors
5.73E-05,0.444,268187,0.943,Inferiority,Neberu
8.53E-05,0.17,319582,0.866,Senseless Order,Signs of the Swarm
4.19E-05,0.276,294034,0.919,Advent,Shotgun Surgeon
6.49E-05,0.401,264107,0.988,Venomous,Whitechapel
7.53E-05,0.398,200525,0.974,Substance Affliction,Advocates
0.000696,0.566,250647,0.986,To Encompass and Eclipse,A Trust Unclean
0.000103,0.39,192011,0.978,Rope,Obscure of Acacia
2.67E-05,0.336,282401,0.983,Permanent Intoxication,Mycelia
0.00545,0.48,228923,0.984,Tremendous Strain,Science Of Sleep
0.000273,0.285,232999,0.989,Of Talons and Teeth,Reaping Asmodeia
4.95E-05,0.428,221776,0.997,Pitchblack,Walking Dead On Broadway
0.000283,0.256,197684,0.98,Zerotonin 2,Darknet
0.000102,0.491,309734,0.928,False Hope,The Machinist
0.000673,0.274,198011,0.925,1208,Extortionist
0.00125,0.217,255725,0.98,Plagues,The End At The Beginning
4.58E-05,0.261,149278,0.863,Hear Me Out,Risking It All
1.35E-05,0.517,256920,0.991,Down into the Abyss,Conjonctive
0.000482,0.258,282101,0.905,Dance of the Witch,At Rest
1.20E-05,0.484,328000,0.98,New World Slaughter,Iconoclast
6.56E-05,0.387,300000,0.967,FVNERAL MOON,Lorna Shore
0.00029,0.424,271560,0.992,Beautiful Agony,Within The Ruins
0.000111,0.45,267000,0.986,Ways Of Transfiguration,Buried Side
2.13E-05,0.222,278577,0.985,Black Mammoth,Fit For An Autopsy
5.40E-05,0.455,210426,0.973,Solicitude,Belie My Burial
0.000123,0.398,252005,0.955,The Call of Mighty,Crucify Me Gently
8.80E-06,0.399,267209,0.877,Manufactured Existence,Lord of War
3.28E-05,0.401,194000,0.921,Bastard Son,God Of Nothing
1.94E-05,0.209,246689,0.955,The Shaping Sickness,Shadow of Intent
1.56E-05,0.493,258868,0.964,Drown Me in Blood,Carnifex
0.00115,0.339,219317,0.958,Inferno,"Above, Below"
5.32E-05,0.458,184482,0.957,Debris,Paragon
1.45E-05,0.263,275719,0.896,"I, the Weak",The Voynich Code
0.00192,0.482,198947,0.968,American Dream,Chelsea Grin
2.21E-05,0.379,256114,0.979,Temptress,Enterprise Earth
2.05E-05,0.535,203500,0.974,Flag of the Beast,Emmure
1.69E-05,0.329,135653,0.993,Unanswered,Suicide Silence
4.55E-05,0.162,200961,0.957,Be My Valentine (feat. Dickie Allen),Brojob
5.41E-06,0.389,220558,0.985,Prismatic Abyss,Aversions Crown
0.00631,0.636,180400,0.802,Right In,Skrillex
0.0145,0.716,215253,0.972,Bangarang (feat. Sirah),Skrillex
0.0049,0.596,301987,0.921,Breakn' A Sweat,Skrillex
0.00075,0.616,292907,0.946,The Devil's Den,Skrillex
0.0106,0.633,245053,0.926,Right On Time,Skrillex
0.0012,0.605,200787,0.92,Kyoto (feat. Sirah),Skrillex
0.654,0.176,414747,0.479,Skrillex Orchestral Suite By Varien - Bonus Track,Skrillex
0.218,0.385,232716,0.404,Satellite,SALTNPAPER
0.328,0.68,231679,0.593,Nosedive,Dynamic Duo
0.0171,0.726,212409,0.889,PIZZA,Oohyo
0.773,0.741,193217,0.219,이대로 있어줘요 Stay With Me,도시총각 Dosichonggak
0.498,0.587,246457,0.554,Stardust,Kevin Oh
2.54E-05,0.321,128340,0.751,Burning youth,Hyukoh
0.263,0.697,193605,0.692,Wi Ing Wi Ing,Hyukoh
0.712,0.483,229261,0.524,Wonder,Standing Egg
0.285,0.498,221293,0.436,I'll Pick You Up,Standing Egg
0.0262,0.635,183781,0.575,VAMOS,Oohyo
0.364,0.819,186817,0.677,MWAH,Humming Urban Stereo
0.564,0.676,238895,0.508,Loop,NELL
0.873,0.657,201667,0.427,With Me,Vanilla Acoustic
0.0989,0.483,263979,0.747,Monster,PALGOU
0.264,0.62,225800,0.529,What 2 Do,DEAN
0.669,0.751,230493,0.489,For Me,Gyepy
0.765,0.767,203263,0.445,Fallen in Love (Only With You),Jang Beom June
0.164,0.844,226600,0.32,Talk,10cm
0.253,0.743,237588,0.886,Black Out,PALGOU
0.107,0.54,204589,0.408,Sleeping Habits,Donguy
0.224,0.657,230000,0.536,Romance in Seoul,Neon Bunny
0.532,0.549,200231,0.451,Hot and Cold (feat. Yun Cheoljong of 10cm),SunWoo Jung-A
0.859,0.762,175792,0.277,Ki-dult,SBGB
0.837,0.214,249727,0.484,"지금 여기, 이곳에서 (Duet With 루시아) , 지금 여기, 이곳에서",Sentimental Scenery
0.0219,0.63,222546,0.684,너와의 공식 Love Equation,플랫핏 Flat Feet
0.806,0.35,254925,0.347,I Don't Love You,Urban Zakapa
0.439,0.892,157001,0.443,My eyes,10cm
0.881,0.764,99610,0.177,Zig Zag,Kwon Jin Ah
0.0117,0.432,278999,0.761,Cake Love (PROD. BY The Black Skirts),XIA
0.423,0.7,215005,0.425,HOW WAS YOUR DAY,Sugarbowl
0.00922,0.453,388463,0.678,변명 Shame,DyoN Joo
0.414,0.574,299008,0.51,You Wouldn't Even Know,Flower Soo
0.705,0.894,222307,0.161,장가갈 수 있을까 Can I Get Married?,Coffeeboy
0.368,0.717,232944,0.844,Sneakers,Humming Urban Stereo
0.289,0.712,223333,0.625,Dangerous,Clazziquai Project
0.138,0.768,224009,0.743,Night Time Melody,Rude Paper
0.909,0.489,202827,0.173,Reason Why We Have To Break Up,Only U
0.508,0.597,210893,0.575,"Love, Love.",Big Brain
0.772,0.598,224779,0.515,I Don't Want,Jungkey
0.286,0.616,236960,0.387,All in Vain,Mot
0.0805,0.766,319360,0.602,귀가 Return Home,카우칩스 The CowChips
0.804,0.792,293458,0.15,물 Water,권나무 Kwon Tree
0.805,0.709,206013,0.29,Summer Night You and I,Standing Egg
0.858,0.679,257187,0.126,Let You Go,Mot
0.175,0.581,247497,0.312,Sooni (I'm your fanatic girl),SunWoo Jung-A
0.578,0.652,177090,0.512,Run,Okdal
0.654,0.73,205333,0.418,Petals on The Wind (Remake Version),Wable
0.663,0.719,227827,0.478,Morning Call - Remix Version,Ibadi
0.827,0.524,193406,0.392,Rub off,Kim Woo-Joo
0.503,0.41,256333,0.648,Don't You Cry For Me,Cobi
0.947,0.483,248176,0.199,Waves - Acoustic,Dean Lewis
0.461,0.59,162084,0.568,Runner,Jon and Roy
0.302,0.696,292987,0.521,No Role Modelz,J. Cole
0.0752,0.504,239320,0.705,Wet Dreamz,J. Cole
0.358,0.894,216520,0.284,Neighbors,J. Cole
0.361,0.653,264747,0.409,Deja Vu,J. Cole
0.331,0.889,301133,0.393,G.O.M.D.,J. Cole
0.0451,0.592,280615,0.701,Litty (feat. Tory Lanez),Meek Mill
0.0242,0.589,223973,0.658,All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill
0.00375,0.7,210472,0.693,Froze (feat. Lil Uzi Vert & Nicki Minaj),Meek Mill
0.0415,0.37,250240,0.87,Ima Boss - feat. Rick Ross,Meek Mill
0.214,0.523,291280,0.783,Apple of My Eye,Rick Ross
0.00895,0.434,332600,0.785,Santorini Greece,Rick Ross
0.0123,0.481,341680,0.716,Idols Become Rivals,Rick Ross
0.00612,0.729,275720,0.838,Trap Trap Trap,Rick Ross
0.00589,0.662,267720,0.808,Dead Presidents,Rick Ross
0.00184,0.541,225427,0.609,She On My Dick,Rick Ross
0.0084,0.629,242373,0.7,I Think She Like Me,Rick Ross
0.0273,0.501,269720,0.775,Powers That Be,Rick Ross
0.00755,0.54,224707,0.82,Game Ain't Based On Sympathy,Rick Ross
0.0171,0.801,160000,0.642,Humble,Wahlstedt
0.033,0.707,201707,0.929,My Friend,EDX
0.306,0.696,192000,0.795,White Label (Is This Love),Still Young
0.00551,0.562,228414,0.885,Home,Marshmello
0.0171,0.47,251350,0.863,Front to Back,Buku
0.0227,0.726,335609,0.929,Best Thing About,Lex Luca
0.00121,0.984,188852,0.941,Flashwind - Radio Edit,Ben Remember
0.135,0.72,188852,0.643,Fuego,Alok
0.00613,0.473,169756,0.885,Rose Horizon,Yellow Claw
0.00101,0.466,16588,0.943,dance alot,Various Artists
0.588,0.614,179613,0.792,Save You,Wahlstedt
0.00433,0.775,248007,0.883,I Want You,Chris Lake
0.0362,0.67,585000,0.792,Polaris,deadmau5
0.643,0.549,185726,0.816,Midnight Sun,Dirtcaps
0.00145,0.715,183752,0.964,One Life Short,Geoxor
0.0771,0.466,224212,0.849,On Our Own (feat. Natalie Major),Showtek
0.000679,0.503,249655,0.989,The Wall,Matrix & Futurebound
0.00518,0.718,148801,0.944,All I Know,EDX
0.0987,0.443,210884,0.727,Freesol (feat. Skyler Stonestreet),Seven Lions
0.00576,0.396,265543,0.821,Mantra - Mat Zo Remix,Noisia
0.044,0.597,192041,0.832,Good Life,Kiso
0.291,0.675,166286,0.929,Twinbow,Slushii
0.0256,0.559,210968,0.854,Limitless (feat. Sophie Rose),Sam F
0.0235,0.714,176250,0.851,Move On Me,Tom & Jame
0.325,0.531,195252,0.769,Wildcard,Mickey Valen
0.149,0.738,190476,0.646,Find You,Wahlstedt
0.0214,0.587,198426,0.772,Legacy,Dimitri Vangelis & Wyman
0.316,0.519,182720,0.829,Show You Love,Kato
0.139,0.718,188160,0.89,Make U Love Me,Tujamo
0.474,0.871,184762,0.893,Bassline Riddim,Vato Gonzalez
0.108,0.641,302506,0.676,Light - GOSLO Remix,San Holo
0.265,0.677,185613,0.778,Walk Away,LVNDSCAPE
0.158,0.633,155963,0.964,Touch The Sky,Cedric Gervais
0.0144,0.529,179200,0.739,"Afraid, Unafraid",SLUMBERJACK
0.282,0.738,202286,0.818,Make You Mine,Aire Atlantica
0.0238,0.303,199405,0.879,Riot Call (feat. Nevve),QUIX
0.128,0.617,185089,0.524,Modern Flame (feat. Yuna),Emmit Fenn
0.056,0.164,206897,0.878,Right Here,Keys N Krates
0.00129,0.823,207293,0.815,Chicken Soup,Skrillex
0.0165,0.597,209664,0.952,No Sleep,Bougenvilla
0.0705,0.71,166290,0.884,Help,Borgore
0.00931,0.715,198750,0.989,Waist Time,Diplo
0.0126,0.604,200625,0.796,Scared To Be Lonely (Brooks Remix),Martin Garrix
0.00173,0.548,226172,0.811,Fuck It All Up (feat. JVZEL),DOLF
0.0509,0.546,174031,0.737,After All,Khrebto
0.125,0.72,230853,0.746,Something Just Like This - Don Diablo Remix,The Chainsmokers
0.000817,0.68,192200,0.941,The Jam,Kideko
0.0143,0.626,219174,0.748,Get What You Give,Felix Cartal
0.0107,0.723,211890,0.784,Joyride,Bassjackers
0.131,0.522,210816,0.86,Open,Yellow Claw
0.0533,0.599,288877,0.667,I'm the One,DJ Khaled
0.0521,0.719,194320,0.657,There's Nothing Holdin' Me Back - NOTD Remix,Shawn Mendes
0.00461,0.615,201387,0.638,Bon Appétit - MUNA Remix,Katy Perry
0.00647,0.695,182693,0.818,Hard Times,Paramore
0.00064,0.375,176387,0.93,Kiwi,Harry Styles
0.166,0.766,181000,0.771,Issues - Alan Walker Remix,Julia Michaels
0.0105,0.615,224773,0.564,Young,The Chainsmokers
0.0121,0.692,195889,0.896,That's What I Like - Alan Walker Remix,Bruno Mars
0.0771,0.709,225253,0.782,No More Sad Songs (feat. Machine Gun Kelly),Little Mix
0.000569,0.624,189613,0.673,Carolina,Harry Styles
0.101,0.867,191240,0.487,High Without Your Love,Loote
0.217,0.62,248156,0.713,Feel Good,Gryffin
0.57,0.629,250173,0.572,1-800-273-8255,Logic
0.00377,0.61,176111,0.747,Middle Of The Night,The Vamps
0.0156,0.841,241875,0.639,Tuesday (feat. Danelle Sandoval),Burak Yeter
0.186,0.509,183229,0.712,Hunter,Galantis
0.00466,0.722,182728,0.614,XO TOUR Llif3,Lil Uzi Vert
0.0506,0.776,202480,0.741,Kissing Strangers,DNCE
0.127,0.698,200105,0.882,Ciao Adios,Anne-Marie
0.267,0.732,172751,0.629,Overwhelming,Jon Bellion
0.242,0.592,210947,0.763,Go For Broke (feat. James Arthur),Machine Gun Kelly
0.393,0.602,200187,0.707,Human,Rag'n'Bone Man
0.0219,0.568,202439,0.69,Eyes Closed,Halsey
0.0913,0.769,203992,0.631,History,Olivia Holt
0.0261,0.555,174467,0.645,Calm Down,Skip Marley
0.0909,0.583,199756,0.729,Be There,Krewella
0.0182,0.836,242174,0.71,Swish Swish,Katy Perry
0.0018,0.598,205746,0.748,Confident,Demi Lovato
0.00477,0.585,214740,0.614,Cool for the Summer,Demi Lovato
0.214,0.626,204188,0.695,Old Ways,Demi Lovato
0.0418,0.505,221050,0.705,For You,Demi Lovato
0.48,0.414,191308,0.469,Stone Cold,Demi Lovato
0.0234,0.556,244014,0.802,Kingdom Come,Demi Lovato
0.242,0.587,192918,0.659,Waitin for You,Demi Lovato
0.559,0.628,199140,0.694,Wildfire,Demi Lovato
0.92,0.442,408600,0.124,I'll Let You Know,David Hazeltine
0.89,0.475,206360,0.0588,I'll Wait And Pray,John Coltrane
0.915,0.487,388347,0.135,The Shadow of Your Smile,Scott Hamilton
0.922,0.535,297653,0.107,"Vid Frösö kyrka (At Frösö Church) - From Frösöblomster (Frösö Flowers) (arr. J. Ekberg, P.V. Johansson and L. Simonsson)",Trio X of Sweden
0.941,0.349,176297,0.227,Jackie Gets Out,Terence Blanchard
0.935,0.428,285601,0.187,Romance / Hommage à Milhaud,Enrico Pieranunzi
0.859,0.456,243013,0.257,Leave Me Here,Triosence
0.871,0.421,265320,0.0867,Where We Used To Live,Esbjörn Svensson Trio
0.95,0.34,305427,0.237,Mommy's Shawl,Yelena Eckemoff
0.973,0.478,388040,0.0757,For Wee Folks,Joey Alexander
0.854,0.46,278071,0.141,All I See is Us,Sassy Players
0.957,0.356,342373,0.0937,Goodbye Pork Pie Hat,Charles Mingus
0.974,0.385,182653,0.0562,Ballad for MC,Grace Kelly
0.958,0.4,364627,0.144,Soul in Twilight,John Moulder
0.967,0.296,340507,0.0709,So Lovely,Ben Wolfe
0.914,0.425,176272,0.136,The Sweetest Nighlife,Ellie & The Bunch
0.988,0.479,440133,0.146,I Got It Bad,Enrico Pieranunzi
0.886,0.466,255107,0.0753,Gramercy Sunset,The Hot Sardines
0.986,0.371,66762,0.0295,I'm a Fool to Want You,Passport Quartet
0.94,0.317,234373,0.0302,"I Was So Young, and You Were So Beautiful",Bill Charlap
0.946,0.505,294940,0.159,Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine
0.929,0.55,484627,0.249,I'm Glad There Is You,Bill Mobley
0.623,0.47,394920,0.156,Blue Ballad,Phil Woods
0.992,0.447,1004627,0.163,The Nearness of You,Joshua Redman
0.921,0.445,391707,0.223,It Never Entered my Mind,Mulgrew Miller
0.81,0.421,337733,0.0161,Blue in Green,Miles Davis
0.99,0.326,168667,0.0575,Where or When,Wynton Marsalis
0.87,0.446,492080,0.242,Count Your Blessings,Seamus Blake
0.823,0.526,322133,0.17,Good Morning Heartache,Scott Hamilton
0.965,0.445,396520,0.0978,Two Sleepy People,Marcus Gilmore
0.924,0.533,221733,0.148,Can't Help Loving,Beegie Adair
0.761,0.383,447280,0.131,The Nearness Of You,Bill Charlap
0.846,0.569,282320,0.117,When Sunny Gets Blue,McCoy Tyner
0.961,0.484,389893,0.0291,Blue and Sentimental,Julian Dash
0.986,0.388,232046,0.0354,Almas vaggvisa,Jan Lundgren Trio
0.857,0.364,317946,0.114,Before It's Time To Say Goodbye,Kenny Garrett
0.967,0.539,294667,0.0678,Autumn Nocturne,Lou Donaldson
0.971,0.45,289693,0.0437,Eleanor,Hank Jones
0.886,0.386,348533,0.125,Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams"
0.868,0.42,336373,0.105,Good Morning.Goodbye,Dan Cray Trio
0.971,0.428,294587,0.212,Doubts 2,Ibrahim Maalouf
0.96,0.32,325400,0.156,The Last Goodbye,Nicholas Payton
0.96,0.411,246067,0.0416,Where Do You Start,Brad Mehldau Trio
0.748,0.52,341667,0.0748,The Man I Love,Marcus Roberts
0.905,0.42,257693,0.0802,Gary's Theme - Remastered,Bill Evans
0.912,0.399,325587,0.307,Trust,Roy Hargrove
0.937,0.428,240093,0.3,The Folks Who Live on the Hill,Joshua Redman
0.717,0.423,335333,0.158,All The Way,Bob Berg
0.93,0.336,314493,0.328,Emperor Jones - Instrumental,Joe Lovano
0.903,0.257,376573,0.216,Isadora,Christian Scott
0.901,0.368,428973,0.14,I Remember Clifford,Lee Morgan
0.195,0.323,244867,0.118,Sous le Ciel de Paris,Jacky Terrasson
0.978,0.575,258040,0.0935,You Go To My Head,Art Pepper
0.91,0.421,763467,0.0967,Gloomy Sunday,Branford Marsalis
0.936,0.358,212493,0.16,I Didn't Know About You,Johnny Hodges
0.918,0.331,507533,0.0861,I Have Dreamed,Christian McBride
0.971,0.633,149072,0.12,Fools Rush In,Teddy Wilson
0.899,0.461,477173,0.0389,Dreamsville,David Halliday
0.827,0.458,482187,0.217,Old Folks,Xavier Davis
0.972,0.448,308893,0.0532,I Got It Bad And That Ain't Good,Oscar Peterson Trio
0.97,0.509,252947,0.0461,My Romance,Gene Ammons
0.949,0.386,567920,0.148,The Peacocks,Anthony Wonsey Trio
0.973,0.407,418000,0.106,A Nightingale Sang In Berkeley Square,Stan Getz
0.967,0.384,206040,0.0544,A Hundred Dreams from Now,Ray Bryant
0.978,0.514,323200,0.0814,My Little Brown Book,Duke Ellington
0.577,0.848,261933,0.465,Moving On and Getting Over,John Mayer
0.144,0.736,185588,0.616,Safe,Bay Ledges
0.652,0.865,246610,0.548,Second Nature,Stalking Gia
0.311,0.677,236786,0.738,The Best Crew,Tep No
0.273,0.784,266455,0.587,Hideout,Parcels
0.83,0.534,238265,0.582,No Le Digas Que Hacer,Karina Vismara
0.826,0.876,51547,0.301,Peas Pudding Hot,The Kids Band
0.791,0.718,144733,0.315,Biscuits in the Oven,Raffi
0.0071,0.498,106680,0.721,Jelly Beans,The Hipwaders
0.0336,0.89,129187,0.891,My Favorite Snack,Imagination Movers
0.649,0.603,100693,0.355,Curse of the Spinach,Trout Fishing in America
0.519,0.567,160133,0.436,Mosquito Burrito,Roger Day
0.147,0.554,191947,0.844,C'mon Let's Make A Pizza,We Kids Rock
0.461,0.873,127227,0.511,Jelly On A Plate,The Kids Band
0.741,0.941,47547,0.256,Little Green Apple,Tumble Tots
0.809,0.802,156373,0.288,Always Chew Your Food,Trout Fishing in America
0.278,0.693,87705,0.578,"Icy, Creamy Ice Cream",Barney
0.995,0.471,82293,0.0148,"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg
0.915,0.277,295747,0.0156,"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert
0.995,0.333,221173,0.0288,"8 Fantasiestücke, Op.12 : 1. Des Abends",Robert Schumann
0.971,0.338,455307,0.0539,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar
0.953,0.156,458000,0.023,"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann
0.993,0.294,621280,0.142,"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert
0.913,0.152,275653,0.0626,"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach
0.983,0.236,260000,0.0632,"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-Saëns
0.951,0.173,649415,0.0619,"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven
0.991,0.295,784013,0.0918,Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn
0.0841,0.757,175238,0.867,Magic City,Wahlstedt
0.0319,0.514,184762,0.862,Livin' 4 Ya,MOTi
0.0682,0.412,257846,0.83,Last Chance,Kaskade
0.00623,0.654,236308,0.728,Nite Time - Ruby & Tony Radio Edit,George Acosta
0.043,0.638,196132,0.828,Satellites,DubVision
0.0316,0.591,185171,0.881,Can't Take It,Breathe Carolina
0.059,0.624,187838,0.732,All Aloud,Adrian Lux
0.282,0.369,187549,0.801,Close,IZECOLD
0.0058,0.704,377153,0.962,Cascade - Original Mix,Tommy Trash
0.141,0.48,179893,0.878,Waiting,Dash Berlin
0.0086,0.707,220640,0.471,Everytime We Touch,David Guetta - Sébastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello
0.00732,0.623,192000,0.975,Milky Way,Madison Mars
0.00837,0.184,221286,0.871,You,Galantis
0.024,0.691,381732,0.951,La Tromba Risin' (feat. Tasita D'Mour),Chris Lake
0.00259,0.66,254879,0.652,Crash 2.0 (Adventure Club vs. DallasK),Adventure Club
0.00338,0.569,190155,0.896,Raven,John Dahlbäck
0.00689,0.798,194000,0.809,Icarus - Black Caviar Remix,R3hab
0.475,0.539,209531,0.936,Wasted Love (feat. Dougy),Steve Angello
0.00695,0.583,233239,0.748,Summer,Marshmello
0.0362,0.56,162383,0.916,Catch Me (feat. Naaz),Flux Pavilion
0.0144,0.507,213338,0.665,Save the World - Radio Mix,Swedish House Mafia
0.00164,0.703,346930,0.684,"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back
0.00136,0.526,322227,0.861,Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade
0.0124,0.412,205440,0.871,Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso
0.0168,0.737,368476,0.614,Language,Porter Robinson
8.45E-05,0.649,214042,0.706,Strobe - Radio Edit,deadmau5
0.0896,0.49,200992,0.811,Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg
0.00429,0.502,248447,0.756,Poison,Martin Garrix
0.241,0.713,208620,0.81,Take Over Control - Radio Edit,Afrojack
0.00338,0.575,300013,0.913,Teenage Crime - Axwell & Henrik B Remode,Adrian Lux
0.0375,0.747,166138,0.877,Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer
0.021,0.719,251429,0.81,Turn Me Up - ViP Mix,MOTi
0.0732,0.509,221274,0.729,Together,Martin Garrix
0.0663,0.393,147231,0.94,Whatcha Need,W&W
0.0534,0.605,199904,0.873,Levels - Radio Edit,Avicii
0.0291,0.589,212627,0.651,Faded,Alan Walker
0.0344,0.561,235873,0.771,Move for Me,Kaskade
0.09,0.692,183747,0.898,Turn up the Speakers - Radio Edit,Afrojack
0.00233,0.672,295035,0.785,Counting Down The Days - Yotto Edit,Above & Beyond
0.00626,0.691,203302,0.721,Summer Dreams,Michael Brun
0.000552,0.841,485293,0.673,Changes - Dirty South Remix,Chris Lake Feat. Laura V
0.031,0.51,210013,0.747,Heroes (we could be),Alesso
0.0583,0.516,174500,0.786,Everything,R3hab
0.00346,0.723,176561,0.809,Lean On (feat. MØ & DJ Snake),Major Lazer
0.00354,0.568,196000,0.928,Starlight - Radio Mix,SOVI
0.0028,0.476,226867,0.815,City Of Dreams - Radio Edit,Dirty South
0.00388,0.605,325714,0.642,Chords Of Life - Original Mix,Tim Mason
0.0856,0.605,235000,0.884,Blackout - Madison Mars Radio Mix,Tritonal
0.00273,0.408,247655,0.849,Freak,Friction
0.00158,0.598,383495,0.534,Skyscrapers,Daydreamer
0.0344,0.529,222075,0.955,Chemicals - Radio Edit,Tiësto
0.00481,0.475,224973,0.838,Run Wild - Alternative Edit Mix Cut,Hardwell
0.0111,0.668,212323,0.977,Blackout,Pegboard Nerds
0.0178,0.69,230792,0.841,Rock The House - Radio Edit,Afrojack
0.0268,0.624,157452,0.923,Sweet Memories,CID
0.0711,0.719,313580,0.737,Borrowed Lives (feat. NVDES),Pierce Fulton
0.0107,0.631,235025,0.893,Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery
0.0024,0.54,201290,0.933,Yebisah,Mark Knight
0.306,0.546,191250,0.772,Otherside,Suyano
0.00281,0.608,219398,0.878,Falling Back - Radio Edit,Cosmic Gate
0.0294,0.591,228347,0.649,Fireflies,Owl City
0.0314,0.559,205933,0.882,Good Time,Owl City
0.0243,0.631,218093,0.838,When Can I See You Again?,Owl City
0.0002,0.55,213026,0.747,Verge,Owl City
0.0082,0.581,231707,0.526,Vanilla Twilight,Owl City
0.0359,0.761,219120,0.639,You Make Me Wanna...,Usher
0.157,0.715,277320,0.721,Can't You See,Total
0.27,0.67,254147,0.348,Lost Without U,Robin Thicke
0.0757,0.572,297893,0.853,'Till I Collapse,Eminem
0.114,0.858,290836,0.697,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky
0.000175,0.537,127427,0.624,Calm Down,G-Eazy
0.0583,0.688,230493,0.835,Remember The Name (feat. Styles Of Beyond),Fort Minor
0.00436,0.578,233182,0.909,Mind Tricks,Bassnectar
0.00107,0.507,215291,0.918,Help,Papa Roach
0.0765,0.54,231107,0.661,Follow You,Bring Me The Horizon
0.00278,0.231,200920,0.791,Snow Cats,AFI
4.82E-05,0.409,200677,0.992,Paranoia,A Day To Remember
0.000285,0.458,211430,0.99,Hated,Beartooth
4.24E-05,0.396,257120,0.912,Shock Me,Baroness
1.85E-05,0.55,238653,0.917,The Devil's Bleeding Crown,Volbeat
6.04E-05,0.505,219763,0.985,Go Down in History,Four Year Strong
2.79E-05,0.351,165047,0.915,Serpents,Neck Deep
0.00267,0.442,239451,0.892,Black Honey,Thrice
0.000353,0.42,210240,0.929,Chop Suey!,System Of A Down
0.0245,0.623,228467,0.886,Something To Believe In,Young the Giant
0.00643,0.585,216760,0.757,She Hates Me,Puddle Of Mudd
0.0154,0.559,213093,0.895,Don't Threaten Me With A Good Time,Panic! At The Disco
0.00172,0.542,203347,0.905,Sex on Fire,Kings of Leon
0.122,0.7,234308,0.714,Cold,Maroon 5
0.119,0.64,220781,0.533,It Ain't Me (with Selena Gomez),Kygo
0.687,0.393,239451,0.505,Bring Me the Night,Sam Tsui feat. Kina Grannis
0.0109,0.599,212013,0.677,Crush,David Archuleta
0.0576,0.591,218373,0.866,Song 2 You,Victorious Cast
0.0109,0.616,179600,0.91,L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande
0.0197,0.593,194893,0.814,Faster than Boyz,Victorious Cast
0.000501,0.581,197160,0.86,Bad Boys,Victorious Cast
